address,agent,baths_full,baths_half,bedrooms,broker,city,garage,lot_size,photos,price,property_type,sqft,zip_code
1508 Calhoun St,1319879,2,0,2,1571726,Bloomington,2,-1.0,7,79900,Single Family Home,2336,61701
2912 Conlor Dr,523649,2,0,2,1295017,Bloomington,2,-1.0,17,176900,Single Family Home,2450,61704
912 E Walnut St,515817,1,0,2,1207437,Bloomington,2,-1.0,7,74900,Single Family Home,1596,61701
3511 Wilder Dr,748021,2,1,3,1207437,Bloomington,2,-1.0,23,147900,Single Family Home,2320,61704
7 Edvardinsh Way,1986101,2,1,3,1295017,Bloomington,2,-1.0,30,129900,Single Family Home,1403,61701
15 Yotzonot Dr,955915,3,0,3,712753,Bloomington,2,-1.0,28,132000,Single Family Home,2633,61704
3622 Baldocchi Dr,1571741,3,1,5,1571726,Bloomington,3,-1.0,29,345000,Single Family Home,4030,61704
1201 N Oak St,744586,1,0,2,3054550,Bloomington,-1,-1.0,6,54900,Single Family Home,1341,61701
904 W Jackson St,2125563,2,0,4,-1,Bloomington,-1,-1.0,1,50000,Single Family Home,2300,61701
1001 N Western Ave,430485,2,0,3,3054550,Bloomington,2,-1.0,30,99500,Single Family Home,3369,61701
510 S Clayton St,2125563,4,0,7,-1,Bloomington,-1,-1.0,1,65000,Multi-Family Home,-1.0,61701
909 S Mercer Ave,1295099,1,1,3,1295017,Bloomington,2,-1.0,26,164900,Single Family Home,2650,61701
24685 Hickory Ln,5174,2,0,3,1207437,Bloomington,2,-1.0,26,450000,Single Family Home,2238,61748
1124 Doral Dr,1329957,3,1,3,1571726,Bloomington,2,-1.0,23,132900,Single Family Home,2220,61701
3410 Stephanie Rd,1301728,3,1,5,1280142,Bloomington,3,16117.199999999999,30,355900,Single Family Home,4598,61704
1229 Cadwell Dr,1237791,1,1,3,1295017,Bloomington,2,-1.0,12,134500,Single Family Home,2202,61704
3902 Rave Rd,591989,3,1,5,1280142,Bloomington,3,-1.0,30,340000,Single Family Home,4359,61705
1921 Dunraven Rd,1653754,3,0,3,1571726,Bloomington,2,-1.0,28,254900,Single Family Home,3320,61704
Carole Dr,111130,0,0,0,1207437,Bloomington,-1,1009285.2000000001,1,504642,Land,-1.0,61705
2401 S Main St,111130,0,0,0,1207437,Bloomington,-1,59677.200000000004,4,249000,Land,-1.0,61704
2701 Handel Dr,1571741,3,1,4,1571726,Bloomington,3,-1.0,27,297900,Single Family Home,3031,61704
905 W Jefferson St,283157,1,0,2,1207437,Bloomington,-1,-1.0,14,59999,Single Family Home,2440,61701
1115 Elmwood Rd,1263684,3,1,5,1571726,Bloomington,3,-1.0,28,499900,Single Family Home,5276,61701
307 Fairway Dr Apt 5,182757,2,0,2,1571726,Bloomington,1,-1.0,25,189000,Condo/Townhome/Row Home/Co-Op,1520,61701
1208 W Walnut St,1855850,1,1,2,1280142,Bloomington,2,-1.0,18,72000,Single Family Home,1657,61701
1111 Willow Creek Dr,1263684,3,0,4,1571726,Bloomington,3,-1.0,25,329900,Single Family Home,3490,61705
4 Everett Ct,7995,2,1,3,3054550,Bloomington,2,-1.0,30,170000,Condo/Townhome/Row Home/Co-Op,3185,61705
29 Fetzer Ct Apt 3,591989,2,1,2,1280142,Bloomington,-1,-1.0,20,80000,Condo/Townhome/Row Home/Co-Op,1188,61704
2509 S Bunn St,1345180,2,0,2,-1,Bloomington,2,-1.0,15,134900,Single Family Home,1608,61704
406 N Clinton St,1207563,1,0,2,1207437,Bloomington,-1,-1.0,16,49900,Single Family Home,1820,61701
212 N Center St Unit 402,1207563,2,0,2,1207437,Bloomington,1,-1.0,22,189000,Condo/Townhome/Row Home/Co-Op,938,61701
1702 Bunn St,3026033,2,0,3,-1,Bloomington,2,-1.0,13,120000,Single Family Home,1600,61701
521 E Mulberry St,3106632,0,0,4,-1,Bloomington,-1,-1.0,11,79900,Multi-Family Home,3257,61701
11 Megan Ct,1194290,2,1,3,1571726,Bloomington,2,-1.0,30,179900,Single Family Home,2368,61705
Heartland Hls Lot 28,523649,0,0,0,1295017,Bloomington,-1,-1.0,0,32900,Land,-1.0,61705
2019 Interurban Rd,861956,2,0,4,712753,Bloomington,4,27007.2,30,219900,Single Family Home,3463,61705
4006 E Oakland Ave,804479,1,0,3,1571726,Bloomington,1,-1.0,23,104900,Single Family Home,1092,61704
810 E Taylor St,15043,1,1,3,1295017,Bloomington,1,-1.0,16,84900,Single Family Home,1278,61701
1318 Townley Dr,470068,2,0,4,1207437,Bloomington,2,-1.0,27,124900,Single Family Home,2018,61704
84 Dry Sage Cir,1207554,3,0,4,3054550,Bloomington,2,-1.0,28,239900,Single Family Home,3154,61705
105 Packard St,1646092,2,0,2,3054550,Bloomington,1,-1.0,20,64900,Single Family Home,2433,61701
2701 Fox Trot Trl,52451,2,1,3,1207437,Bloomington,2,-1.0,16,145000,Single Family Home,2197,61705
1920 Tracy Dr Apt 18,392860,1,1,2,1207437,Bloomington,1,-1.0,13,44700,Condo/Townhome/Row Home/Co-Op,1120,61704
111 5 Weldon,1207547,1,0,3,1207437,Bloomington,2,-1.0,20,86500,Single Family Home,1900,61701
804 W Locust St,21881,1,0,3,1571726,Bloomington,-1,-1.0,19,64900,Single Family Home,1761,61701
3916 Lay Ln,1855850,3,1,5,1280142,Bloomington,3,-1.0,30,325000,Single Family Home,3837,61705
3616 Connie Kay Way,1571741,3,0,4,1571726,Bloomington,3,-1.0,27,336000,Single Family Home,4116,61704
2810 Morningside Dr,1319879,2,1,3,1571726,Bloomington,2,-1.0,19,159500,Single Family Home,2694,61704
46 Brandywine Ct,2101837,2,0,2,1295017,Bloomington,1,-1.0,27,99500,Condo/Townhome/Row Home/Co-Op,1075,61704
1015 Folsom St,22772,2,0,3,1295017,Bloomington,2,-1.0,23,87500,Single Family Home,2099,61701
1315 W Market St,-1,1,0,3,-1,Bloomington,-1,6534,18,53000,Single Family Home,2212,61701
1 Cherrywood Ln,1222389,0,5,5,1280142,Bloomington,2,-1.0,1,253000,Single Family Home,3200,61701
4 Yukon Cir,2055892,3,0,3,-1,Bloomington,2,-1.0,30,239900,Single Family Home,3224,61705
3706 Baldocchi Dr,1613798,2,1,4,1571726,Bloomington,3,-1.0,30,249900,Single Family Home,3780,61704
1207 Staghorne Way,1207554,3,1,5,3054550,Bloomington,3,-1.0,30,334900,Single Family Home,3476,61705
23 Oak Park Rd,523649,2,1,3,1295017,Bloomington,2,-1.0,27,150000,Single Family Home,1983,61701
301 E Jefferson St,515811,0,0,5,1295017,Bloomington,-1,-1.0,3,194900,Multi-Family Home,5164,61701
1214 S Mason St,7995,2,0,3,3054550,Bloomington,2,-1.0,16,79900,Single Family Home,1190,61701
208 S State St,1440709,1,1,3,712753,Bloomington,2,-1.0,26,163500,Single Family Home,2148,61701
824 McGregor St Apt 3,1571738,2,0,2,1571726,Bloomington,-1,-1.0,26,92000,Condo/Townhome/Row Home/Co-Op,1100,61701
2514 Grey Fox Trl,5174,3,1,4,1207437,Bloomington,2,-1.0,25,249900,Single Family Home,2892,61705
5010 Longfield Rd,1231308,3,1,5,1295017,Bloomington,3,-1.0,30,344900,Single Family Home,3680,61705
1624 Iowa St,2296095,2,0,3,1280142,Bloomington,1,-1.0,1,111500,Single Family Home,1388,61701
1616 Indiana St,1887422,1,1,3,1571726,Bloomington,2,-1.0,21,74000,Single Family Home,1550,61701
2207 Altoona Rd,3054675,3,0,3,3054550,Bloomington,2,-1.0,1,140000,Single Family Home,2233,61705
19040 US Highway 150 Bloomington,578141,0,0,0,1295017,Bloomington,-1,91476.0,0,385000,Land,-1.0,61705
2911 Conlor Dr,1231308,2,1,3,1295017,Bloomington,2,-1.0,30,195000,Single Family Home,2674,61704
508 W Jackson St,1388808,1,0,2,712753,Bloomington,1,-1.0,26,62500,Single Family Home,1872,61701
2 Scofield Ct,4396,3,1,4,1295017,Bloomington,3,-1.0,30,265000,Single Family Home,3778,61704
114 W Locust St,1548431,2,0,3,1280142,Bloomington,-1,-1.0,30,177500,Condo/Townhome/Row Home/Co-Op,2500,61701
3620 Baldocchi Dr,523649,3,1,5,1295017,Bloomington,3,-1.0,30,299800,Single Family Home,3987,61704
2403 Northpointe Dr Apt H,5040,2,0,2,1295017,Bloomington,1,-1.0,30,124900,Condo/Townhome/Row Home/Co-Op,1224,61704
1205 W Grove St,494617,2,0,4,1571726,Bloomington,1,-1.0,30,133900,Single Family Home,2530,61701
1218 Dogwood Ln,486538,1,0,3,-1,Bloomington,2,-1.0,18,99900,Single Family Home,963,61704
3210 Trumpet Ln,283157,4,0,6,1207437,Bloomington,3,-1.0,30,389999,Single Family Home,5684,61704
8 Brookridge Ct,523649,3,1,4,1295017,Bloomington,3,-1.0,30,440000,Single Family Home,4471,61704
314 S Hershey Rd,1207544,2,1,3,1207437,Bloomington,2,-1.0,30,189900,Single Family Home,3376,61704
1305 N Oak St,7995,1,1,3,3054550,Bloomington,1,-1.0,30,95000,Single Family Home,1100,61701
2902 Conlor Dr,803691,3,0,3,1295017,Bloomington,2,-1.0,1,250000,Single Family Home,2694,61704
813 E Empire St,1319879,1,0,2,1571726,Bloomington,2,-1.0,11,69900,Single Family Home,1120,61701
3006 Clearwater Ave,5040,0,0,12,1295017,Bloomington,-1,-1.0,3,459900,Multi-Family Home,9000,61704
6041/2 E Douglas,5040,0,0,3,1295017,Bloomington,-1,-1.0,1,104900,Multi-Family Home,2432,61701
1040 Ekstam Dr Apt 203,21881,2,0,2,1571726,Bloomington,-1,-1.0,12,81900,Condo/Townhome/Row Home/Co-Op,979,61704
212 N Center St Unit 602,1200611,2,0,2,1571726,Bloomington,-1,-1.0,23,214900,Condo/Townhome/Row Home/Co-Op,942,61701
4 Timbers Ct,283157,3,0,4,1207437,Bloomington,3,13068.0,23,369990,Single Family Home,3670,61701
206 S Mason St,7995,2,0,5,3054550,Bloomington,-1,-1.0,14,46900,Single Family Home,2093,61701
703 W Locust St,1301728,0,0,2,1280142,Bloomington,-1,-1.0,8,25900,Multi-Family Home,2140,61701
12 Canterbury Ct,5181,3,1,4,-1,Bloomington,2,-1.0,19,266500,Single Family Home,5046,61701
Conlor Lot 46,803691,0,0,0,1295017,Bloomington,-1,-1.0,0,43500,Land,-1.0,61705
48 Brandywine Ct,1193279,2,0,3,1571726,Bloomington,1,-1.0,18,115900,Condo/Townhome/Row Home/Co-Op,1187,61704
216 Meadowbrook Dr,1855850,1,0,3,1280142,Bloomington,1,-1.0,16,102900,Single Family Home,1088,61701
1901 Dimmitt Ct,921514,3,1,4,1280142,Bloomington,3,-1.0,30,309900,Single Family Home,3850,61704
1122 E Taylor St,1200611,1,0,2,1571726,Bloomington,2,-1.0,25,119000,Single Family Home,2184,61701
14 Winding Way,523649,2,0,3,1295017,Bloomington,2,-1.0,23,159900,Single Family Home,2220,61705
222 E Market St,1207568,0,0,0,1207437,Bloomington,-1,21780.0,0,961000,Land,-1.0,61701
18962 Terrace Valley Dr,1388808,2,0,3,712753,Bloomington,2,26571.6,27,164900,Single Family Home,2496,61705
2403 General Electric Rd,2705739,0,0,0,-1,Bloomington,-1,-1.0,1,164900,Land,-1.0,61704
7051/2 E Douglas,1805631,1,0,3,1571726,Bloomington,-1,-1.0,26,63900,Single Family Home,1980,61701
10901 Melton Dr,1219877,1,1,3,-1,Bloomington,3,-1.0,23,142500,Single Family Home,1818,61705
2816 Breezewood Blvd,1295094,2,1,4,1207437,Bloomington,2,-1.0,15,184900,Single Family Home,2588,61704
1208 W Olive St,861956,1,1,2,712753,Bloomington,-1,-1.0,14,61900,Single Family Home,1290,61701
3001 Joseph St,21881,1,0,3,1571726,Bloomington,2,-1.0,17,96900,Single Family Home,1409,61704
1009 Folsom St,1571741,2,0,3,1571726,Bloomington,2,-1.0,20,117000,Single Family Home,2440,61701
40 Brandywine Ct,950922,2,0,2,1207437,Bloomington,1,-1.0,18,102900,Condo/Townhome/Row Home/Co-Op,1330,61704
10096 Walker School Rd,692040,2,1,3,1295017,Bloomington,5,-1.0,29,280000,Single Family Home,4101,61705
48 Parkshores Dr,15043,3,0,2,1295017,Bloomington,2,-1.0,20,129900,Single Family Home,2208,61701
1119 E Monroe St,744586,3,1,4,3054550,Bloomington,2,-1.0,30,424900,Single Family Home,3795,61701
708 W Locust St,7995,3,0,4,3054550,Bloomington,-1,-1.0,28,68900,Single Family Home,3130,61701
Delta Cir Lot 2,1194290,0,0,0,1571726,Bloomington,-1,78843.6,21,104800,Land,-1.0,61705
Crossbow Lot 4,1194290,0,0,0,1571726,Bloomington,-1,84506.4,20,125000,Land,-1.0,61705
Crossbow Lot 13,1194290,0,0,0,1571726,Bloomington,-1,-1.0,8,95000,Land,-1.0,61705
Crossbow Lot 19,1194290,0,0,0,1571726,Bloomington,-1,45738.0,8,72500,Land,-1.0,61705
Crossbow Lot 12,1194290,0,0,0,1571726,Bloomington,-1,-1.0,8,89900,Land,-1.0,61705
Crossbow Lot 20,1194290,0,0,0,1571726,Bloomington,-1,45738.0,7,72500,Land,-1.0,61705
Crossbow Lot 10,1194290,0,0,0,1571726,Bloomington,-1,69696.0,7,104800,Land,-1.0,61705
Crossbow Lot 20,1194290,0,0,0,1571726,Bloomington,-1,45738.0,7,72500,Land,-1.0,61705
12 Strawberry Rd,1295086,4,1,5,1295017,Bloomington,3,-1.0,30,369900,Single Family Home,4600,61704
1909 Dunraven Rd,911852,2,0,2,1280142,Bloomington,2,-1.0,21,257900,Single Family Home,3188,61704
301 Gray Ave,1118829,1,0,2,1571726,Bloomington,2,-1.0,5,82000,Single Family Home,1812,61701
613 W Locust St,392860,1,0,3,1207437,Bloomington,1,-1.0,22,77500,Single Family Home,2544,61701
606 S McLean St,172711,1,1,3,1207437,Bloomington,-1,-1.0,27,109900,Single Family Home,2118,61701
Ridgewood Lot 41,523649,0,0,0,1295017,Bloomington,-1,-1.0,2,39900,Land,-1.0,61705
Ridgewood Lot 21,523649,0,0,0,1295017,Bloomington,-1,-1.0,2,39900,Land,-1.0,61705
2001 Woodbine Rd,1118829,2,1,4,1571726,Bloomington,3,-1.0,30,299900,Single Family Home,4472,61704
603 W Jefferson St,494617,2,0,5,1571726,Bloomington,2,-1.0,18,72500,Single Family Home,1653,61701
704 N Oak St,1938118,0,0,4,1207437,Bloomington,-1,-1.0,1,58900,Multi-Family Home,1140,61701
506 N Mason St,1938118,1,0,3,1207437,Bloomington,-1,-1.0,1,56900,Single Family Home,1328,61701
701 E Market St,1200611,2,0,3,1571726,Bloomington,-1,-1.0,29,79900,Single Family Home,2642,61701
2504 Keystone Rd,1295094,3,1,4,1207437,Bloomington,3,-1.0,30,254900,Single Family Home,4647,61704
40 Sunset Rd,283157,2,1,4,1207437,Bloomington,2,-1.0,28,379990,Single Family Home,2900,61701
317 E Mulberry St,860512,1,0,2,712753,Bloomington,1,-1.0,17,52500,Single Family Home,1888,61701
1913 Crimson Ln,182757,2,1,4,1571726,Bloomington,3,-1.0,22,289000,Single Family Home,4976,61704
13937 Benjamin Ct,111130,3,0,5,1207437,Bloomington,2,43995.6,27,269000,Single Family Home,3443,61705
102 Fairway Dr,2047335,2,1,3,712753,Bloomington,2,-1.0,30,139500,Single Family Home,3188,61701
51 Brandywine Ct,515817,2,0,2,1207437,Bloomington,1,-1.0,8,109900,Condo/Townhome/Row Home/Co-Op,1012,61704
25 Bent Ct,1279681,2,1,3,1571726,Bloomington,2,-1.0,27,399900,Single Family Home,4159,61704
1911 Tracy Dr Apt 1A,517390,1,0,1,1295017,Bloomington,-1,-1.0,13,39900,Condo/Townhome/Row Home/Co-Op,639,61704
913 W Jefferson St,1938118,1,0,2,1207437,Bloomington,-1,-1.0,1,29900,Single Family Home,1832,61701
1611 N Hershey Rd,1849511,0,0,0,-1,Bloomington,-1,196020.0,3,1862190,Land,-1.0,61704
1005 Bach Dr,430485,2,1,3,3054550,Bloomington,2,-1.0,30,259900,Single Family Home,2989,61704
2210 Riverwoods Ln,5184,3,1,5,3054550,Bloomington,3,-1.0,30,439900,Single Family Home,4272,61705
56 Country Club Pl,1440163,4,1,5,1571726,Bloomington,3,-1.0,30,759900,Single Family Home,5944,61701
15986 Pebble Beach Rd,-1,4,0,4,-1,Bloomington,-1,179031.6,23,534900,Single Family Home,2725,61705
67 Stonebrook Ct,5174,0,0,0,1207437,Bloomington,-1,-1.0,3,135000,Land,-1.0,61704
3903 Watertown Ln,22772,3,1,5,1295017,Bloomington,3,-1.0,30,349900,Single Family Home,4088,61705
1007 N Mason St,1295083,0,0,4,1295017,Bloomington,-1,-1.0,2,75900,Multi-Family Home,2424,61701
1302 Jolene Dr,1388808,3,1,5,712753,Bloomington,3,-1.0,30,365000,Single Family Home,4014,61704
1116 W Oakland Ave,15043,1,0,3,1295017,Bloomington,1,-1.0,16,77900,Single Family Home,1917,61701
3702 Helen Dr,2181010,0,0,0,712753,Bloomington,-1,-1.0,2,84900,Land,-1.0,61704
122 Maizefield Ave,1231308,1,0,2,1295017,Bloomington,1,-1.0,30,110000,Single Family Home,1916,61701
423 Priscilla Ln,1207547,1,0,3,1207437,Bloomington,2,-1.0,15,89500,Single Family Home,1364,61704
411 S Hinshaw,1938118,1,0,2,1207437,Bloomington,-1,-1.0,1,30000,Single Family Home,1428,61701
611 W Monroe St,1938118,0,0,7,1207437,Bloomington,-1,-1.0,1,51900,Multi-Family Home,3139,61701
521 E Chestnut St,2202955,0,0,4,1280142,Bloomington,-1,-1.0,12,159900,Multi-Family Home,4630,61701
702 N Roosevelt Ave,1118829,1,0,2,1571726,Bloomington,1,-1.0,27,68000,Single Family Home,1794,61701
240 Greenwood,1231321,0,0,0,-1,Bloomington,-1,94960.8,1,950000,Land,-1.0,61704
Cedar Rdg Lot 48,523649,0,0,0,1295017,Bloomington,-1,-1.0,3,39900,Land,-1.0,61704
Cedar Rdg Lot 51,523649,0,0,0,1295017,Bloomington,-1,-1.0,0,39900,Land,-1.0,61704
Cedar Rdg Lot 60,523649,0,0,0,1295017,Bloomington,-1,-1.0,0,39900,Land,-1.0,61704
1710 Glenbridge Rd,1194290,2,1,3,1571726,Bloomington,2,-1.0,27,135000,Single Family Home,2250,61704
217 Mays Dr,744586,2,1,5,3054550,Bloomington,2,-1.0,30,324900,Single Family Home,3535,61701
54 Country Club Pl,744586,4,1,4,3054550,Bloomington,3,15681.599999999999,30,1100000,Single Family Home,7067,61701
14053 Rhodes Rd,4783,3,1,4,1571726,Bloomington,3,57063.600000000006,30,294500,Single Family Home,4151,61705
1614 W Locust St,523649,0,0,0,1295017,Bloomington,-1,7841,2,13900,Land,-1.0,61701
405 E Taylor St,4500,0,0,0,1571726,Bloomington,-1,-1.0,1,19000,Land,-1.0,61701
1803 Dimmitt Ct,283157,3,1,6,1207437,Bloomington,3,-1.0,30,469999,Single Family Home,4946,61704
1127 Doral Dr,1118829,2,1,3,1571726,Bloomington,2,-1.0,16,135000,Single Family Home,2224,61701
3 Sunset Rd,5040,2,1,4,1295017,Bloomington,2,76230.0,27,499900,Single Family Home,3625,61701
2514 Piney Run,21881,3,1,5,1571726,Bloomington,3,-1.0,30,354900,Single Family Home,3652,61705
10 Stoney Ct,159571,2,1,5,1571726,Bloomington,4,-1.0,30,384500,Single Family Home,3926,61704
611 E Mulberry St,7995,1,1,4,3054550,Bloomington,1,-1.0,29,88900,Single Family Home,1752,61701
8 Worthington Ct,1263684,4,1,6,1571726,Bloomington,3,-1.0,30,949900,Single Family Home,8336,61704
9668 Crossbow Dr,2000106,3,1,4,1571726,Bloomington,3,46173.600000000006,30,399000,Single Family Home,4234,61705
2506 Monica Ln,1194290,2,0,3,1571726,Bloomington,2,-1.0,30,209900,Single Family Home,3234,61705
810 N Center St,1207568,0,0,4,1207437,Bloomington,-1,-1.0,1,130000,Multi-Family Home,2004,61701
814 N Center St,1207568,0,0,4,1207437,Bloomington,-1,-1.0,1,130000,Multi-Family Home,2004,61701
812 N Center St,1207568,0,0,4,1207437,Bloomington,-1,-1.0,1,130000,Multi-Family Home,2004,61701
1512 Shaunessey Dr,911852,0,0,0,1280142,Bloomington,-1,-1.0,0,40000,Land,-1.0,61704
509 Oak St,1207553,0,0,3,712753,Bloomington,-1,-1.0,16,61900,Multi-Family Home,1564,61701
804 Market,1207553,0,0,4,712753,Bloomington,-1,-1.0,8,84900,Multi-Family Home,2242,61701
2524 W Market St,861956,4,0,4,712753,Bloomington,3,63162.0,28,311900,Single Family Home,2424,61705
1913 Dunraven Rd,911852,3,0,3,1280142,Bloomington,2,-1.0,24,259900,Single Family Home,3188,61704
1810 Dunraven Rd,911852,2,1,3,1280142,Bloomington,2,-1.0,23,224500,Single Family Home,3036,61704
1812 Dunraven Rd,911852,2,1,3,1280142,Bloomington,2,-1.0,21,224500,Single Family Home,3036,61704
1750 East Rd,7995,0,0,0,3054550,Bloomington,-1,1782039.5999999999,4,399900,Land,-1.0,61704
1104 S Main St,7995,0,0,4,3054550,Bloomington,-1,-1.0,16,89900,Multi-Family Home,2024,61701
409 N Gridley St Apt E,7995,1,1,2,3054550,Bloomington,1,-1.0,19,74900,Condo/Townhome/Row Home/Co-Op,1020,61701
212 N Center St Unit 301,1200611,2,0,3,1571726,Bloomington,-1,-1.0,24,349900,Condo/Townhome/Row Home/Co-Op,1705,61701
35 Airline Dr,1256002,0,0,0,1207437,Bloomington,-1,65340.0,3,461000,Land,-1.0,61704
114 S Mercer Ave,1231308,2,0,3,1295017,Bloomington,2,-1.0,30,205000,Single Family Home,2835,61701
1001 Gerike Way,579782,2,0,3,1571726,Bloomington,2,-1.0,19,214900,Single Family Home,3180,61704
19900 Jared Dr,1231324,3,1,4,1571726,Bloomington,3,-1.0,26,515000,Single Family Home,4845,61705
502 W Mill St,1193279,0,0,0,1571726,Bloomington,-1,-1.0,1,9000,Land,-1.0,61701
504 W Mill St,1193279,0,0,0,1571726,Bloomington,-1,-1.0,1,9000,Land,-1.0,61701
2006 Woodhavens Dr,591989,2,0,3,1280142,Bloomington,1,-1.0,24,100000,Single Family Home,1812,61701
503 E Locust St,2705739,0,0,4,-1,Bloomington,-1,-1.0,1,71900,Multi-Family Home,3215,61701
23 Fetzer Ct Apt 6,1207570,2,1,2,1207437,Bloomington,-1,-1.0,17,74900,Condo/Townhome/Row Home/Co-Op,1188,61704
1701 Indiana St,964233,1,0,3,1571726,Bloomington,1,8712,13,61900,Single Family Home,1736,61701
1507 S Mason St,964233,2,0,3,1571726,Bloomington,2,-1.0,1,104500,Single Family Home,1670,61701
2 Brookridge Ct,5176,5,1,6,1207437,Bloomington,3,14810.400000000001,30,595000,Single Family Home,8311,61704
2016 S Main,1232913,0,0,0,-1,Bloomington,-1,60983.99999999999,1,670000,Land,-1.0,61701
19931 Jared Dr,1231324,0,0,0,1571726,Bloomington,-1,38332.8,1,195000,Land,-1.0,61705
19977 Jared Dr,1231324,0,0,0,1571726,Bloomington,-1,29185.2,1,145000,Land,-1.0,61705
115 Parkview Dr,1207570,2,1,4,1207437,Bloomington,2,-1.0,27,187000,Single Family Home,2552,61701
902 E Washington,928939,0,0,0,1571726,Bloomington,-1,-1.0,0,21995,Land,-1.0,61701
1008 Wylie Dr,1232913,0,0,0,-1,Bloomington,-1,-1.0,1,356000,Land,-1.0,61705
505 S Hinshaw,1193279,1,0,2,1571726,Bloomington,-1,-1.0,11,49900,Single Family Home,1300,61701
3301 Wisteria Ln,5176,4,2,4,1207437,Bloomington,3,-1.0,30,599900,Single Family Home,5870,61704
1110 N Clinton Blvd,1416095,1,1,3,1571726,Bloomington,2,-1.0,30,239900,Single Family Home,2952,61701
506 N Oak St,1571738,0,0,3,1571726,Bloomington,-1,-1.0,23,75400,Multi-Family Home,2312,61701
34 Stonebrook Ct,5173,0,0,0,1571726,Bloomington,-1,-1.0,1,145000,Land,-1.0,61704
1229 Sandburg Dr,1194290,2,1,3,1571726,Bloomington,2,-1.0,30,94900,Single Family Home,1667,61704
27 Prairie Vista Ct,1222389,3,0,3,1280142,Bloomington,2,-1.0,28,324900,Single Family Home,3590,61704
411 Bronco Dr,1571741,0,0,0,1571726,Bloomington,-1,-1.0,1,201978,Land,-1.0,61704
3808 Ballybunion Rd,1231321,0,0,0,-1,Bloomington,-1,105415.2,1,799000,Land,-1.0,61704
59 Stonebrook Ct,4396,4,1,5,1295017,Bloomington,3,-1.0,30,459000,Single Family Home,5429,61704
1107 N Linden St,5040,0,0,0,1295017,Bloomington,-1,13068.0,0,30500,Land,-1.0,61701
1310 Ewing St,55767,2,0,3,-1,Bloomington,2,-1.0,2,65000,Single Family Home,2304,61701
Fox Crk Lot 158,1295099,0,0,0,1295017,Bloomington,-1,-1.0,8,69900,Land,-1.0,61705
Fox Trot Trl Lots 210 & 21,1207568,0,0,0,1207437,Bloomington,-1,-1.0,0,20000,Land,-1.0,61705
Fox Trot Trl Lots 196 & 19,1207568,0,0,0,1207437,Bloomington,-1,-1.0,0,25000,Land,-1.0,61705
Fox Trot Trl Lots 192 & 19,1207568,0,0,0,1207437,Bloomington,-1,-1.0,0,25000,Land,-1.0,61705
Fox Trot Trl Lots 206 & 20,1207568,0,0,0,1207437,Bloomington,-1,-1.0,0,20000,Land,-1.0,61705
Fox Trot Trl Lots 200 & 20,1207568,0,0,0,1207437,Bloomington,-1,-1.0,0,20000,Land,-1.0,61705
Fox Trot Trl Lots 194 & 19,1207568,0,0,0,1207437,Bloomington,-1,-1.0,0,25000,Land,-1.0,61705
Fox Trot Trl Lots 198 & 19,1207568,0,0,0,1207437,Bloomington,-1,-1.0,0,22500,Land,-1.0,61705
Fox Trot Trl Lots 204 & 20,1207568,0,0,0,1207437,Bloomington,-1,-1.0,0,20000,Land,-1.0,61705
2815 Breezewood Blvd,1237791,0,0,0,1295017,Bloomington,-1,-1.0,1,36900,Land,-1.0,61704
Brookridge Ests Lot 64,872025,0,0,0,1295017,Bloomington,-1,-1.0,1,64000,Land,-1.0,61704
505 W Chestnut St,55767,2,0,5,-1,Bloomington,-1,6970,3,64900,Single Family Home,2200,61701
210 Greenwood Ave,1232913,0,0,0,-1,Bloomington,-1,180774.00000000003,1,325000,Land,-1.0,61704
1302 AND 1306 Center and 203 Un,804479,0,0,0,1571726,Bloomington,-1,-1.0,10,299999,Single Family Home,-1.0,61701
Rrross Us 150 and Abraham Rd,29336,0,0,0,1571726,Bloomington,-1,522720.0,1,220000,Land,-1.0,61705
9659 N 1600 East Rd,29336,0,0,0,1571726,Bloomington,-1,1349488.8,1,550000,Land,-1.0,61705
Danbury Lot 1,872025,0,0,0,1295017,Bloomington,-1,47916.00000000001,1,239580,Land,-1.0,61704
Springfield Rd,1207568,0,0,0,1207437,Bloomington,-1,912582.0,0,1200000,Land,-1.0,61701
3038 Ann Dr,1207554,3,0,4,1207437,Bloomington,2,-1.0,20,139900,Single Family Home,2214,61704
Fox Crk Lot 5,1295099,0,0,0,1295017,Bloomington,-1,-1.0,0,68000,Land,-1.0,61705
Fox Crk Lot 3,1295099,0,0,0,1295017,Bloomington,-1,-1.0,0,72000,Land,-1.0,61705
Fox Crk Lot 11,1295099,0,0,0,1295017,Bloomington,-1,-1.0,0,48000,Land,-1.0,61705
Fox Crk Lot 12,1295099,0,0,0,1295017,Bloomington,-1,-1.0,0,52000,Land,-1.0,61705
Fox Crk Lot 2,1295099,0,0,0,1295017,Bloomington,-1,-1.0,0,72000,Land,-1.0,61705
Fox Crk Lot 13,1295099,0,0,0,1295017,Bloomington,-1,-1.0,0,56000,Land,-1.0,61705
Fox Crk Lot 4,1295099,0,0,0,1295017,Bloomington,-1,-1.0,0,68000,Land,-1.0,61705
Fox Crk Lot 6,1295099,0,0,0,1295017,Bloomington,-1,-1.0,0,76000,Land,-1.0,61705
Fox Crk Lot 9,1295099,0,0,0,1295017,Bloomington,-1,-1.0,0,48000,Land,-1.0,61705
