,address,agent,baths_full,baths_half,bedrooms,broker,city,garage,lot_size,photos,price,property_type,sqft,zip_code
1242,10 Payne Pl,860512,1,0,2,712753,Normal,1,-1.0,30,123900,Single Family Home,2222.0,61761
1243,1511 Ironwood,430485,2,1,4,3054550,Normal,2,-1.0,30,239500,Single Family Home,3271.0,61761
1244,807 Dresser Dr,523674,2,2,4,712753,Normal,2,-1.0,29,225000,Single Family Home,3180.0,61761
1245,1629 Hovey Ave,2299014,2,1,3,1571726,Normal,2,-1.0,25,148000,Single Family Home,2481.0,61761
1247,1026 Stags Leap Rd,1346837,2,1,4,1280142,Normal,2,7405.0,30,259900,Single Family Home,3241.0,61761
1248,2348 Cascade Ct,861956,2,0,3,712753,Normal,2,-1.0,28,259900,Single Family Home,4264.0,61761
1249,1081 Canyon Creek Rd,1222389,2,1,4,1280142,Normal,2,-1.0,27,217500,Single Family Home,3004.0,61761
1250,1058 Mugho Ct,744586,4,0,5,3054550,Normal,2,-1.0,30,429900,Single Family Home,4320.0,61761
1251,1210 Duck Horn Dr,1450930,2,1,4,1571726,Normal,3,-1.0,30,269900,Single Family Home,3217.0,61761
1252,24 Broadway Pl,1231308,1,1,3,1295017,Normal,1,-1.0,29,139900,Single Family Home,1839.0,61761
1253,400 Plumage Ct,1207564,2,2,4,1207437,Normal,2,-1.0,30,224900,Single Family Home,3218.0,61761
1258,1425 Hanson Dr,15043,2,1,3,1295017,Normal,2,-1.0,19,139900,Single Family Home,1872.0,61761
1259,2440 Corinth Ln,1365275,2,1,4,1207437,Normal,2,-1.0,25,274900,Single Family Home,3142.0,61761
1260,2740 Sedona Dr,1346837,2,0,3,1280142,Normal,3,10454.4,30,274900,Single Family Home,3404.0,61761
1261,305 Gambel Ct,430485,3,1,4,3054550,Normal,2,-1.0,30,224900,Single Family Home,3436.0,61761
1262,2755 Sedona Dr,1346837,2,0,3,1280142,Normal,3,10018.8,30,274900,Single Family Home,3370.0,61761
1263,310 Thicket Pt,1220379,3,0,4,1295017,Normal,2,-1.0,30,249900,Single Family Home,3088.0,61761
1264,1014 Granite Way,430485,3,1,5,3054550,Normal,3,-1.0,30,314000,Single Family Home,3066.0,61761
1265,2 Thomas Dr,-1,4,1,4,-1,Normal,2,15245.999999999998,1,342000,Single Family Home,4628.0,61761
1266,1815 Taft Dr,5184,1,1,3,3054550,Normal,1,-1.0,30,129900,Single Family Home,1537.0,61761
1267,1706 Fraser Dr,2046247,3,1,5,712753,Normal,3,-1.0,21,263900,Single Family Home,3779.0,61761
1269,1414 Chadwick Dr,1530743,1,1,3,712753,Normal,2,-1.0,27,144400,Single Family Home,1711.0,61761
1270,1312 Courtland Ave,21881,2,0,3,1571726,Normal,2,-1.0,22,159900,Single Family Home,1504.0,61761
1271,1024 Stags Leap Rd,1346837,3,0,4,1280142,Normal,2,-1.0,30,229900,Single Family Home,2216.0,61761
1272,304 Margaret Ave,1416095,1,1,3,1571726,Normal,1,-1.0,30,137500,Single Family Home,2580.0,61761
1273,3511 Saint Jean Rd,517390,2,1,4,1295017,Normal,2,-1.0,30,227900,Single Family Home,3576.0,61761
1274,1625 Erin Dr,1200611,2,1,5,1571726,Normal,2,-1.0,30,124900,Single Family Home,2000.0,61761
1277,1300 Dalton Dr,7995,1,0,3,3054550,Normal,1,-1.0,30,99900,Single Family Home,925.0,61761
1278,1751 Lacebark Way,168825,2,0,2,1295017,Normal,2,-1.0,2,292000,Single Family Home,3418.0,61761
1279,1301 Petaluma Dr,21881,2,0,3,1571726,Normal,2,-1.0,27,239900,Single Family Home,3036.0,61761
1280,1002 S University St,591989,2,0,2,1280142,Normal,1,-1.0,23,75000,Single Family Home,2330.0,61761
1281,1755 Lacebark Way,1523933,2,0,2,1295017,Normal,2,-1.0,23,305000,Single Family Home,3418.0,61761
1282,1403 Monterey Pine Dr,1523933,3,0,3,1295017,Normal,2,-1.0,17,295000,Single Family Home,3180.0,61761
1283,1343 Pine Forest Dr,1523933,2,0,2,1295017,Normal,2,-1.0,1,267000,Single Family Home,3180.0,61761
1284,1347 Pine Forest Dr,1523933,2,0,2,1295017,Normal,2,-1.0,1,289000,Single Family Home,3418.0,61761
1285,1345 Pine Forest Dr,1523933,2,0,2,1295017,Normal,2,-1.0,1,285000,Single Family Home,3180.0,61761
1286,1200 Maplewood Dr,1200611,2,0,3,1571726,Normal,2,-1.0,22,144900,Single Family Home,2378.0,61761
1291,2007 Bramblewood Cc Ct,304379,2,1,4,712753,Normal,2,-1.0,30,244900,Single Family Home,3647.0,61761
1293,445 S Adelaide St,1295083,2,0,3,1295017,Normal,2,-1.0,27,134500,Single Family Home,1854.0,61761
1294,1825 Truman Dr,1548431,2,0,4,1280142,Normal,1,-1.0,28,113500,Single Family Home,1716.0,61761
1295,2011 Marina Dr,1117728,3,0,3,1571726,Normal,2,-1.0,14,154900,Single Family Home,2860.0,61761
1296,902 N Linden St,591989,2,1,4,1280142,Normal,2,-1.0,25,110000,Single Family Home,2467.0,61761
1297,1418 Montgomery St,7995,3,1,3,3054550,Normal,2,-1.0,30,135000,Single Family Home,2883.0,61761
1310,2810 Shepard Rd,579783,3,1,4,1571726,Normal,2,-1.0,30,245500,Single Family Home,3320.0,61761
1311,903 W College Ave,591989,3,1,4,1280142,Normal,1,-1.0,26,130000,Single Family Home,2700.0,61761
1312,407 Bobwhite Way,1292818,2,0,3,1295017,Normal,2,-1.0,28,245900,Single Family Home,3088.0,61761
1313,1227 Cake Bread Rd,1365275,3,1,5,1207437,Normal,3,-1.0,30,344900,Single Family Home,3503.0,61761
1314,1021 Hovey Ave,1265113,1,0,3,1571726,Normal,1,-1.0,20,79500,Single Family Home,2018.0,61761
1315,1315 Hanson Dr,1704314,2,1,4,712753,Normal,2,-1.0,23,155000,Single Family Home,2316.0,61761
1319,402 E Summit St,1118829,2,0,3,1571726,Normal,2,-1.0,23,123000,Single Family Home,2354.0,61761
1320,405 Normal Ave,2046247,3,1,8,712753,Normal,1,-1.0,1,525000,Single Family Home,2850.0,61761
1321,17 Broadway Pl,2705739,2,1,3,-1,Normal,1,-1.0,13,149990,Single Family Home,2540.0,61761
1322,508 E Willow St,21881,1,0,1,1571726,Normal,1,-1.0,13,54900,Single Family Home,515.0,61761
1323,2617 Limestone Ct,911852,3,1,5,1280142,Normal,3,-1.0,29,318000,Single Family Home,3267.0,61761
1324,109 N Coolidge St,182757,1,0,4,1571726,Normal,1,-1.0,20,114900,Single Family Home,1898.0,61761
1326,501 Bradley Ln,21881,1,0,3,1571726,Normal,1,-1.0,30,124900,Single Family Home,2684.0,61761
1327,101 N Adelaide St,55767,2,0,3,-1,Normal,1,-1.0,5,169900,Single Family Home,1894.0,61761
1328,1820 Thicket Pt,875746,3,1,5,712753,Normal,3,-1.0,17,239900,Single Family Home,3726.0,61761
1329,508 Manchester Rd,1544358,1,0,2,-1,Normal,2,-1.0,14,119900,Single Family Home,2298.0,61761
1335,1207 N Oak St,5174,2,2,3,1207437,Normal,2,-1.0,25,189800,Single Family Home,3824.0,61761
1338,2612 Limestone Ct,1279681,3,0,3,1571726,Normal,3,-1.0,30,294900,Single Family Home,2800.0,61761
1339,807 Table Rock Cir,1222389,2,0,2,1280142,Normal,2,-1.0,28,349900,Single Family Home,3600.0,61761
1341,1324 Bryce Ct,392860,3,0,4,1207437,Normal,2,-1.0,22,235900,Single Family Home,2872.0,61761
